Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
RS;0;M;NA;Klebsiella pneumoniae subsp. pneumoniae;Ciprofloxacina; ; ; ; ; ; ; ; ;R;13;0.69;54.54
RN; ; ; ;Acinetobacter baumannii; ;R;10; ;0;M;NA; ; ; ; ;0;0
 ; ;F;NA; ;Ciprofloxacina; ;13;RS;0; ; ;Klebsiella pneumoniae subsp. pneumoniae; ; ; ;0.62;44.05
RS;0; ; ;Klebsiella pneumoniae subsp. pneumoniae;Ertapenem; ; ; ; ;F;NA; ; ;R;13;0.58;26.47
RS;0;F;NA; ;Ciprofloxacina; ;13; ; ; ; ;Klebsiella pneumoniae subsp. pneumoniae; ;S; ;0.03;3.47
RS; ; ;NA; ;Meropenem;R; ; ; ;M; ;Klebsiella pneumoniae subsp. pneumoniae; ; ;13;0.65;21.8
 ;0; ; ;Klebsiella pneumoniae subsp. pneumoniae;Ampicilina; ;13;PA; ;M;PARDA; ; ;R; ;0.0;0.07
RS; ;M;NA;Klebsiella oxytoca; ;I; ; ;0; ; ; ;Amicacina; ;10;0.02;0.41
 ; ; ; ; ; ;R;13;RS;0;M;NA;Klebsiella pneumoniae subsp. pneumoniae;Amoxacilina/Acido Clavulanico; ; ;0.66;1.71
 ;0; ;NA;Klebsiella pneumoniae subsp. pneumoniae; ; ; ;PR; ;M; ; ;Ampicilina;R;13;0.23;0.39
