Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
RS; ; ; ; ; ; ; ; ;0;F;NA; ;Cefepime;R;13;0.72;1.37
RS; ; ;NA; ; ;S;13; ;0;M; ;Klebsiella pneumoniae subsp. pneumoniae;Amicacina; ; ;0.67;17.0
 ; ; ; ;Klebsiella pneumoniae subsp. pneumoniae; ;R; ;RS;0;M;NA; ;Cefazolina; ;13;0.44;0.95
RN;0;M; ; ; ; ;2; ; ; ;NA;Klebsiella pneumoniae subsp. pneumoniae;Piperacilina/Tazobactam;S; ;0.0;2.56
MS; ; ; ;Mycobacterium sp.; ; ; ; ;0; ;NA; ;Etambutol;S;12;0.03;2.57
 ;0;F;BRANCA; ; ; ; ;RS; ; ; ; ;Ertapenem;R;13;0.09;1.81
AC;0; ; ; ; ; ;12; ; ;F;NA;Acinetobacter sp.;Ceftriaxona;R; ;0.0;0.39
RS; ;M;BRANCA;Klebsiella pneumoniae subsp. pneumoniae; ; ; ; ;0; ; ; ;Ceftriaxona;R;13;0.11;2.87
AP; ; ; ;Acinetobacter baumannii;Ampicilina; ;13; ;0;M;NA; ; ;R; ;0.02;65.85
 ;0; ;NA;Klebsiella pneumoniae subsp. pneumoniae;Aztreonam;R;10;PR; ;M; ; ; ; ; ;0.01;57.69
