Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
RS;0; ; ;Klebsiella pneumoniae subsp. pneumoniae; ;R;13; ; ;M;NA; ;Amoxacilina/Acido Clavulanico; ; ;0.67;3.45
 ;0; ;NA;Acinetobacter baumannii;Ampicilina/Sulbactam; ;10; ; ;M; ; ; ;R; ;0.03;40.54
 ;0; ; ;Klebsiella pneumoniae subsp. pneumoniae;Cefuroxima; ;12;RS; ;M;NA; ; ;R; ;0.11;50.15
RS; ; ; ; ; ;R;12; ; ;M; ;Acinetobacter baumannii;Gentamicina; ; ;0.08;1.03
PR; ; ;NA;Klebsiella pneumoniae subsp. pneumoniae; ; ; ; ; ; ; ; ;Piperacilina/Tazobactam;R; ;0.76;5.86
RS; ; ; ; ;Meropenem;R;12; ;0;M;NA;Klebsiella oxytoca; ; ; ;0.01;2.67
RN;0; ;NA;Klebsiella pneumoniae subsp. pneumoniae;Ampicilina;R; ; ; ;M; ; ; ; ;12;0.01;5.59
 ; ;M; ; ;Cefuroxima;R; ;AL;0; ;NA;Acinetobacter baumannii; ; ;12;0.0;0.2
RS; ;M;NA; ; ;R; ; ;0; ; ;Klebsiella oxytoca;Meropenem; ;12;0.01;0.05
 ;0;M;NA; ; ; ;1;RN; ; ; ;Klebsiella oxytoca;Ampicilina/Sulbactam;S; ;0.0;0.04
