Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
 ; ; ; ;Klebsiella pneumoniae subsp. pneumoniae; ;R; ; ;0; ;NA; ; ; ; ;45.97;99.81
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
 ; ; ; ; ;Ertapenem;R; ; ;0; ;NA; ; ; ; ;3.22;99.94
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
