Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.47;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.47;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.47;99.08
 ; ; ; ; ; ; ; ; ; ; ; ; ; ;R;13;0;0
 ;0; ; ; ; ; ; ;RS; ; ; ; ; ; ; ;52.44;52.59
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.47;99.08
RS; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;43.63;99.75
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.47;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.47;99.08
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.47;99.08
