Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.48;99.08
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.48;99.08
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.48;99.08
 ; ; ; ; ; ; ;13; ;0; ; ; ; ; ; ;49.43;99.58
 ; ; ; ; ; ; ;13; ;0; ; ; ; ; ; ;49.43;99.58
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.48;99.08
 ; ; ; ; ; ; ; ; ;0; ; ; ;Tobramicina;R; ;0;0
 ;0; ; ; ; ; ; ; ; ; ; ; ; ;R; ;73.48;73.69
 ; ; ; ; ; ; ; ; ;0; ; ; ; ;R; ;0;0
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.48;99.08
