Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.56;99.08
 ; ; ; ; ; ;R; ; ;0;F; ; ; ; ; ;30.2;40.67
 ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;0;0
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.56;99.08
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.56;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.56;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.56;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.56;99.08
 ; ; ; ; ; ;R;1; ;0; ; ; ; ; ; ;0;0
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.56;99.08
