Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.52;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.52;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.52;99.08
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.52;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.52;99.08
 ; ; ; ; ; ; ; ; ;0; ; ; ; ;R;13;0;0
 ; ; ; ;Klebsiella pneumoniae subsp. pneumoniae; ;R; ; ;0; ; ; ; ; ; ;45.99;99.81
 ; ; ; ; ; ;R; ;RS;0; ; ; ; ; ; ;43.65;58.84
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.52;99.08
 ; ; ; ; ; ; ; ; ;0; ;NA; ; ; ; ;0;0
