Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.52;99.08
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.52;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.52;99.08
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.52;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.52;99.08
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.52;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.52;99.08
 ; ;F; ; ; ;R; ; ;0; ; ; ; ; ; ;30.18;99.13
 ; ; ; ; ; ; ; ; ;0; ; ; ; ;R; ;0;0
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.52;99.08
