Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.48;99.08
 ;0; ; ; ; ;R; ; ; ;M;NA; ; ; ; ;43.15;58.72
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.48;99.08
 ;0; ; ; ; ;R; ; ; ; ; ; ; ; ; ;0;0
 ;0; ;NA; ; ;R; ;RS; ; ; ; ; ; ; ;43.63;59.38
RS; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;43.63;99.75
 ; ; ; ; ; ; ; ; ;0;M; ; ; ; ; ;0;0
 ; ;M; ; ; ;R; ; ;0; ; ; ; ; ; ;43.15;99.05
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.48;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.48;99.08
