Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ;13;38.9;52.46
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.46;99.08
 ; ; ; ; ; ; ; ; ; ; ; ; ; ;R; ;0;0
 ; ; ; ; ; ;R; ; ; ; ; ; ; ; ; ;0;0
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.46;99.08
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.46;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.46;99.08
 ; ; ;NA;Klebsiella pneumoniae subsp. pneumoniae;Levofloxacina;R; ; ;0; ; ; ; ; ; ;2.03;99.9
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.46;99.08
RS;0; ; ; ; ;R; ; ; ; ;NA; ; ; ; ;0;0
