Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.48;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.48;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.48;99.08
 ;0; ; ; ;Ampicilina; ;13; ; ; ; ; ; ; ; ;0;0
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.48;99.08
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.48;99.08
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.48;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.48;99.08
 ;0; ; ; ; ; ; ; ; ; ;NA; ; ; ; ;0;0
 ;0;M;NA; ; ;R; ; ; ; ; ; ; ; ;13;21.66;50.2
