Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ;NA; ; ;R; ; ; ; ; ; ; ; ; ;0;0
 ;0; ;NA; ; ; ; ; ; ; ; ; ; ;R; ;73.5;73.69
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.5;99.08
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.5;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.5;99.08
 ;0; ; ; ; ;R; ; ; ; ; ; ; ; ; ;0;0
 ; ; ; ; ; ;R;13; ;0; ;NA; ; ; ; ;38.92;99.62
 ; ; ;NA;Klebsiella pneumoniae subsp. pneumoniae; ;R; ; ;0; ; ; ; ; ; ;45.97;99.81
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.5;99.08
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.5;99.08
