Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;74.18;99.08
 ; ;M; ; ; ;R; ; ; ; ; ; ; ; ; ;0;0
RS;0; ; ; ; ;R; ; ; ; ;NA; ; ; ; ;0;0
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;74.18;99.08
 ; ; ; ; ; ; ; ; ;0; ; ; ; ;R; ;0;0
 ; ;M; ; ; ;R; ; ;0; ; ; ; ; ; ;43.56;99.05
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;74.18;99.08
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;74.18;99.08
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;74.18;99.08
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;74.18;99.08
