Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ; ; ; ;R; ; ;0;F; ; ; ; ; ;30.16;40.67
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.47;99.08
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.47;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.47;99.08
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.47;99.08
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.47;99.08
 ;0;F; ; ; ;R; ; ; ; ; ; ; ; ; ;0;0
 ;0; ; ; ; ; ; ; ; ; ; ; ; ;R; ;73.47;73.69
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.47;99.08
 ; ; ; ; ; ; ; ; ; ; ; ; ; ;R; ;0;0
