Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ;M; ; ; ;R; ; ;0; ; ; ; ; ; ;43.13;99.05
 ;0; ; ; ; ;R; ; ; ; ; ; ; ; ;13;38.89;52.95
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.45;99.08
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.45;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.45;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.45;99.08
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.45;99.08
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.45;99.08
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.45;99.08
 ; ; ; ; ; ; ; ; ;0; ;NA; ; ; ; ;0;0
