Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.46;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.46;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.46;99.08
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.46;99.08
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.46;99.08
 ;0;F;NA; ; ; ; ;RS; ; ; ; ; ;R; ;18.34;44.78
RS;0; ; ; ; ; ; ; ; ; ; ; ; ;R; ;43.62;83.2
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.46;99.08
 ;0; ; ;Klebsiella pneumoniae subsp. pneumoniae; ;R; ; ; ; ;NA; ; ; ; ;0;0
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.46;99.08
