Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.52;99.08
 ; ; ; ; ; ; ; ; ; ; ; ; ; ;R; ;0;0
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.52;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.52;99.08
 ; ; ; ; ; ; ; ; ;0; ;NA;Klebsiella pneumoniae subsp. pneumoniae; ;R; ;0;0
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.52;99.08
 ; ; ; ; ; ; ; ; ;0; ; ; ;Tobramicina;R; ;0;0
 ;0; ; ; ; ;R; ; ; ; ;NA; ; ; ; ;0;0
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.52;99.08
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.52;99.08
