Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.49;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.49;99.08
 ; ; ;NA; ; ; ; ; ; ; ; ; ;Cefalotina;R; ;0;0
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
 ;0; ; ; ; ; ;13; ; ; ; ; ; ;R; ;38.91;78.72
 ;0; ; ; ; ; ; ; ; ; ; ; ; ;R; ;73.49;73.69
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
