Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.49;99.08
 ;0; ; ; ; ;R; ; ; ; ; ; ;Trimetoprim/Sulfametoxazol; ; ;2.61;3.55
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
 ; ; ; ;Klebsiella pneumoniae subsp. pneumoniae; ;R; ; ;0; ;NA; ; ; ; ;45.97;99.81
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.49;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.49;99.08
