Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ;0; ; ;Klebsiella pneumoniae subsp. pneumoniae; ;R; ; ; ; ;NA; ;Gentamicina; ;13;1.4;3.05
 ; ; ;NA;Klebsiella pneumoniae subsp. pneumoniae; ; ; ; ;0; ; ; ; ;R; ;45.96;79.38
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.48;99.08
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.48;99.08
 ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0
RS; ; ; ;Klebsiella pneumoniae subsp. pneumoniae; ;R; ; ; ; ; ; ; ; ;13;19.37;59.71
 ; ; ;NA; ; ;R; ; ;0; ; ; ; ; ; ;73.48;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.48;99.08
 ; ; ; ; ; ;R; ; ;0; ;NA; ; ; ; ;73.48;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.48;99.08
