Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ;NA; ; ;R; ; ;0;M; ; ; ; ; ;43.14;58.18
 ;0; ; ; ; ;R; ; ; ; ; ; ; ; ;13;38.9;52.95
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.46;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.46;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.46;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.46;99.08
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.46;99.08
 ; ; ; ; ; ; ; ;RS;0; ; ; ; ;R; ;0;0
 ; ; ; ; ; ; ; ; ;0; ; ; ; ;R; ;0;0
 ; ; ; ; ; ;R; ; ;0; ; ; ; ; ; ;73.46;99.08
