Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ; ;Klebsiella pneumoniae subsp. pneumoniae; ;R; ; ; ;F;NA; ;Ampicilina; ; ;X;3.21
 ; ;F;NA; ;Ampicilina; ; ; ; ; ; ;Klebsiella pneumoniae subsp. pneumoniae; ; ; ;X;80.95
 ; ;F;NA;Klebsiella pneumoniae subsp. pneumoniae;Ampicilina; ;13; ;0; ; ; ; ; ; ;X;99.7
 ; ;F;NA; ; ; ; ;RS;0; ; ;Klebsiella pneumoniae subsp. pneumoniae; ;R; ;X;34.65
 ; ; ; ;Klebsiella pneumoniae subsp. pneumoniae;Ampicilina; ; ; ; ; ; ; ; ;R; ;X;99.94
 ;0; ; ;Klebsiella pneumoniae subsp. pneumoniae; ;R;13; ; ; ;NA; ; ; ; ;X;0
 ; ;F;NA;Klebsiella pneumoniae subsp. pneumoniae;Ampicilina; ; ; ; ; ; ; ; ;R; ;X;99.96
 ; ;F; ; ;Ampicilina; ; ; ; ; ; ; ; ;R; ;X;95.47
 ; ;F; ;Klebsiella pneumoniae subsp. pneumoniae;Ampicilina; ; ; ; ; ; ; ; ;R; ;X;99.96
 ; ;F; ;Klebsiella pneumoniae subsp. pneumoniae;Ampicilina; ; ; ; ; ;NA; ; ;R; ;X;99.96
