Antecedentes; ; ; ; ; ; ; ;Consequentes; ; ; ; ; ; ; ;Suporte;Confianca
Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria;Estado;Agravo;Sexo;RacaCor;Agente;Antibiotico;Resistencia;FaixaEtaria
 ; ; ; ;Klebsiella pneumoniae subsp. pneumoniae;Ertapenem;R; ; ;0; ; ; ; ; ; ;X;99.98
 ; ; ; ; ;Ertapenem;R; ; ;0; ; ;Klebsiella pneumoniae subsp. pneumoniae; ; ; ;X;92.46
 ; ; ; ; ;Ertapenem;R; ; ;0; ; ; ; ; ; ;X;99.94
 ;0;F; ; ;Ertapenem;R; ; ; ; ; ; ; ; ; ;X;0
 ; ; ; ;Klebsiella pneumoniae subsp. pneumoniae;Ertapenem;R; ; ;0; ; ; ; ; ; ;X;99.98
 ; ; ; ; ; ; ; ;PR;0; ; ;Klebsiella pneumoniae subsp. pneumoniae;Ertapenem; ; ;X;0
 ; ; ;NA; ; ; ;13; ;0; ; ;Klebsiella pneumoniae subsp. pneumoniae; ;R; ;X;53.19
 ; ; ; ;Klebsiella pneumoniae subsp. pneumoniae;Ertapenem;R; ; ;0; ; ; ; ; ; ;X;99.98
 ; ; ; ;Klebsiella pneumoniae subsp. pneumoniae;Ertapenem;R; ; ;0; ; ; ; ; ; ;X;99.98
 ; ; ; ;Klebsiella pneumoniae subsp. pneumoniae;Ertapenem;R; ; ;0; ; ; ; ; ; ;X;99.98
